year country 	pop       so       	gdpppp 	sopc  	oe
1972	97	33266	160.25	1845	0.00482	2000					
1973	97	33935	182.93	2066	0.00539	2000					
1974	97	34606	212.78	2236	0.00615	2000					
1975	97	35281	227.82	2323	0.00646	2000					
1976	97	35849	235.15	2558	0.00656	2000					
1977	97	36412	272.36	2780	0.00748	2000					
1978	97	36969	289.92	3083	0.00784	2000					
1979	97	37534	349.2	3321	0.0093	2000					
1980	97	38124	388.05	3093	0.01018	2000					
1981	97	38723	447.76	3212	0.01156	2000					
1982	97	39326	418.83	3395	0.01065	2000					
1983	97	39910	390.53	3712	0.00979	2000					
1984	97	40406	427.9	4005	0.01059	2000					
1985	97	40806	516.13	4217	0.01265	2000					
1986	97	41184	544.56	4622	0.01322	2000					
1987	97	41575	536.03	5080	0.01289	2000					
1988	97	41975	606.01	5607	0.01444	2000					
1989	97	42380	609.72	6093	0.01439	2000					
1990	97	42869	576.8	6673	0.01345	2000					
1960	100	8197	0.41	1420	5.00E-05	2000				
1961	100	8447	0.45	1478	5.30E-05	2000				
1962	100	8704	0.4	1538	4.60E-05	2000				
1963	100	8969	4.84	1577	0.00054	2000					
1964	100	9241	15.15	1606	0.00164	2000					
1965	100	9522	14.38	1671	0.00151	2000					
1966	100	9775	16.32	1731	0.00167	2000					
1967	100	10034	17.78	1739	0.00177	2000					
1968	100	10299	17.54	1787	0.0017	2000					
1969	100	10572	17.11	1813	0.00162	2000					
1970	100	10853	32.41	2154	0.00299	2000					
1971	100	11128	23.32	2218	0.0021	2000					
1972	100	11408	19.27	2346	0.00169	2000					
1973	100	11690	19.14	2555	0.00164	2000					
1974	100	11974	20.3	2791	0.0017	2000					
1975	100	12258	22.86	2663	0.00186	2000					
1976	100	12545	31.53	2849	0.00251	2000					
1977	100	12837	39.75	3073	0.0031	2000					
1978	100	13135	40.25	3239	0.00306	2000					
1979	100	13444	39.52	3470	0.00294	2000					
1980	100	13764	43.33	3799	0.00315	2000					
1981	100	14130	43.68	4011	0.00309	2000					
1982	100	14510	35.75	4171	0.00246	2000					
1983	100	14887	43	4287	0.00289	2000					
1984	100	15272	42.69	4420	0.0028	2000					
1985	100	15682	40.78	4146	0.0026	2000					
1986	100	16110	39.59	3869	0.00246	2000					
1987	100	16526	44.1	3891	0.00267	2000					
1988	100	16942	38.83	4265	0.00229	2000					
1989	100	17353	53.9	4674	0.00311	2000					
1990	100	17763	54.98	5124	0.0031	2000					
1960	102	21780	102.32	316	0.0047	2000					
1961	102	22253	90.86	313	0.00408	2000					
1962	102	22736	142.66	373	0.00627	2000					
1963	102	23230	85.27	418	0.00367	2000					
1964	102	23735	69.88	383	0.00294	2000					
1965	102	24250	46.77	415	0.00193	2000					
1966	102	24802	39.41	403	0.00159	2000					
1967	102	25366	28.63	379	0.00113	2000					
1968	102	25943	25.18	397	0.00097	2000					
1969	102	26533	23.66	405	0.00089	2000					
1970	102	27137	18.18	418	0.00067	2000					
1971	102	27754	20.94	418	0.00075	2000					
1972	102	28385	21.4	419	0.00075	2000					
1973	102	29031	21.62	411	0.00074	2000					
1974	102	29620	25.77	405	0.00087	2000					
1975	102	30221	10.63	416	0.00035	2000					
1976	102	30845	3.39	432	0.00011	2000					
1977	102	31461	3.07	447	9.80E-05	2000				
1978	102	32099	3.55	467	0.00011	2000					
1979	102	32750	2.76	483	8.40E-05	2000				
1980	102	33511	2.97	505	8.90E-05	2000				
1981	102	34171	3.17	527	9.30E-05	2000				
1982	102	34844	3.35	550	9.60E-05	2000				
1983	102	35530	6.07	561	0.00017	2000					
1984	102	36230	10.73	586	0.0003	2000					
1985	102	36943	13.37	599	0.00036	2000					
1986	102	37874	8.25	574	0.00022	2000					
1987	102	38828	7.92	543	0.0002	2000					
1988	102	39807	4.35	461	0.00011	2000					
1989	102	40810	4.59	611	0.00011	2000					
1990	102	41698	4.14	615	9.90E-05	2000				
1960	106	27909	52.65	1133	0.00189	2000					
1961	106	28750	65.48	1153	0.00228	2000					
1962	106	29613	72.22	1217	0.00244	2000					
1963	106	30507	82.8	1235	0.00271	2000					
1964	106	31423	81.62	1217	0.0026	2000					
1965	106	32369	81.95	1243	0.00253	2000					
1966	106	33345	91.63	1253	0.00275	2000					
1967	106	34347	108.92	1311	0.00317	2000					
1968	106	35380	134.68	1356	0.00381	2000					
1969	106	36446	146.12	1401	0.00401	2000					
1970	106	37540	171.65	1403	0.00457	2000					
1971	106	38655	194.66	1432	0.00504	2000					
1972	106	39778	203.05	1462	0.0051	2000					
1973	106	40900	206.32	1532	0.00504	2000					
1974	106	42012	207.68	1587	0.00494	2000					
1975	106	43103	214.8	1625	0.00498	2000					
1976	106	44143	222.08	1689	0.00503	2000					
1977	106	45153	262.77	1725	0.00582	2000					
1978	106	46164	248.36	1780	0.00538	2000					
1979	106	47209	269.18	1854	0.0057	2000					
1980	106	48323	285.29	1879	0.0059	2000					
1981	106	49540	261.74	1867	0.00528	2000					
1982	106	50800	240.84	1915	0.00474	2000					
1983	106	52055	227.52	1867	0.00437	2000					
1984	106	53351	201.59	1663	0.00378	2000					
1985	106	54700	210.79	1542	0.00385	2000					
1986	106	56004	195.9	1535	0.0035	2000					
1987	106	57356	193.16	1603	0.00337	2000					
1988	106	58721	210.61	1676	0.00359	2000					
1989	106	60097	193.34	1735	0.00322	2000					
1990	106	61480	193.22	1763	0.00314	2000					
1960	109	1647	1.09	1658	0.00066	2000					
1961	109	1703	6.19	1739	0.00363	2000					
1962	109	1751	18.76	1802	0.01071	2000					
1963	109	1795	20.86	1909	0.01162	2000					
1964	109	1842	17.54	1797	0.00952	2000					
1965	109	1887	18.31	1864	0.0097	2000					
1966	109	1935	24.04	2008	0.01242	2000					
1967	109	1978	37.12	2193	0.01877	2000					
1968	109	2013	58.68	2430	0.02915	2000					
1969	109	2043	57.44	2742	0.02812	2000					
1970	109	2075	65.45	3017	0.03154	2000					
1971	109	1901	88.02	3660	0.0463	2000					
1972	109	1933	108.76	4108	0.05626	2000					
1973	109	1965	124.64	4757	0.06343	2000					
1974	109	2000	153.59	4870	0.0768	2000					
1975	109	2037	125.17	5350	0.06145	2000					
1976	109	2079	128.98	5592	0.06204	2000					
1977	109	2122	169.61	5903	0.07993	2000					
1978	109	2169	190.31	6247	0.08774	2000					
1979	109	2222	201.19	6640	0.09054	2000					
1980	109	2282	196.15	7053	0.08596	2000					
1981	109	2324	223.56	7590	0.0962	2000					
1982	109	2366	206.96	7928	0.08747	2000					
1983	109	2406	183.85	8360	0.07641	2000					
1984	109	2444	170.12	8891	0.06961	2000					
1985	109	2483	144.41	8616	0.05816	2000					
1986	109	2519	156.84	8696	0.06226	2000					
1987	109	2554	155.48	9395	0.06088	2000					
1988	109	2599	153.62	10316	0.05911	2000					
1989	109	2648	167.18	11059	0.06313	2000					
1990	109	2705	191.07	11710	0.07064	2000					
1960	110	9889	3.45	1259	0.00035	2000					
1961	110	10135	1.82	1130	0.00018	2000					
1962	110	10385	1.87	1278	0.00018	2000					
1963	110	10651	2	1211	0.00019	2000					
1964	110	10889	2.37	1150	0.00022	2000					
1965	110	11133	1.87	1179	0.00017	2000					
1966	110	11440	0.41	1198	3.60E-05	2000				
1967	110	11702	1.8	1206	0.00015	2000					
1968	110	11992	0.78	1195	6.50E-05	2000				
1969	110	12252	3.84	1240	0.00031	2000					
1970	110	12516	11.14	1243	0.00089	2000					
1971	110	12608	9.05	1251	0.00072	2000					
1972	110	12861	10.03	1188	0.00078	2000					
1973	110	13091	9.8	1253	0.00075	2000					
1974	110	13284	9.36	1297	0.0007	2000					
1975	110	13496	8.76	1285	0.00065	2000					
1976	110	13717	7.96	1338	0.00058	2000					
1977	110	13942	9.19	1390	0.00066	2000					
1978	110	14184	8.67	1497	0.00061	2000					
1979	110	14471	8.38	1549	0.00058	2000					
1980	110	14738	11.92	1635	0.00081	2000					
1981	110	14988	9.47	1632	0.00063	2000					
1982	110	15189	10.86	1792	0.00071	2000					
1983	110	15417	7.37	1903	0.00048	2000					
1984	110	15599	8.25	1928	0.00053	2000					
1985	110	15837	7.43	2045	0.00047	2000					
1986	110	16117	7.6	2048	0.00047	2000					
1987	110	16361	8.02	2040	0.00049	2000					
1988	110	16587	8.3	2028	0.0005	2000					
1989	110	16806	5.49	2037	0.00033	2000					
1990	110	16993	7.87	2096	0.00046	2000					
1960	112	10792	70.63	1256	0.00654	2000					
1961	112	11149	74.83	1298	0.00671	2000					
1962	112	11511	82.41	1355	0.00716	2000					
1963	112	11883	86.48	1420	0.00728	2000					
1964	112	12257	89.87	1542	0.00733	2000					
1965	112	12628	94.16	1660	0.00746	2000					
1966	112	12993	95.02	1735	0.00731	2000					
1967	112	13297	98	1883	0.00737	2000					
1968	112	13650	103.43	1950	0.00758	2000					
1969	112	14335	103.76	2019	0.00724	2000					
1970	112	14676	104.58	2188	0.00713	2000					
1971	112	14995	99.12	2392	0.00661	2000					
1972	112	15289	101.71	2626	0.00665	2000					
1973	112	15565	105.23	2914	0.00676	2000					
1974	112	15852	102.47	3003	0.00646	2000					
1975	112	16150	96.17	3042	0.00595	2000					
1976	112	16508	123.37	3345	0.00747	2000					
1977	112	16813	137.87	3570	0.0082	2000					
1978	112	17136	159.15	3920	0.00929	2000					
1979	112	17479	164.52	4248	0.00941	2000					
1980	112	17805	216.68	4459	0.01217	2000					
1981	112	18136	209.57	4593	0.01156	2000					
1982	112	18458	198.5	4642	0.01075	2000					
1983	112	18733	193.27	4902	0.01032	2000					
1984	112	19013	202.18	5294	0.01063	2000					
1985	112	19258	217.65	5449	0.0113	2000					
1986	112	19455	219.63	5901	0.01129	2000					
1987	112	19673	259.15	6598	0.01317	2000					
1988	112	19904	300.78	7169	0.01511	2000					
1989	112	20101	297.54	7721	0.0148	2000					
1990	112	20353	312.35	8063	0.01535	2000					
1960	113	26405	2.03	943	7.70E-05	2000				
1961	113	27213	1.9	960	7.00E-05	2000				
1962	113	28049	2.25	995	8.00E-05	2000				
1963	113	28907	2.65	1036	9.20E-05	2000				
1964	113	29793	7.01	1100	0.00024	2000					
1965	113	30705	10.79	1136	0.00035	2000					
1966	113	31652	17.51	1226	0.00055	2000					
1967	113	32628	19.78	1264	0.00061	2000					
1968	113	33636	25.68	1330	0.00076	2000					
1969	113	34676	20.28	1401	0.00058	2000					
1970	113	35745	28.46	1526	0.0008	2000					
1971	113	36884	37.36	1483	0.00101	2000					
1972	113	38017	41.21	1513	0.00108	2000					
1973	113	39142	47.34	1648	0.00121	2000					
1974	113	40257	46.84	1641	0.00116	2000					
1975	113	41359	50.09	1683	0.00121	2000					
1976	113	42450	49.55	1779	0.00117	2000					
1977	113	43532	56.83	1908	0.00131	2000					
1978	113	44602	57	2025	0.00128	2000					
1979	113	45659	71.66	2156	0.00157	2000					
1980	113	46700	77.7	2178	0.00166	2000					
1981	113	47727	78.32	2217	0.00164	2000					
1982	113	48740	75.06	2195	0.00154	2000					
1983	113	49739	73.34	2397	0.00147	2000					
1984	113	50720	76.5	2457	0.00151	2000					
1985	113	51683	121.99	2463	0.00236	2000					
1986	113	52654	124.82	2510	0.00237	2000					
1987	113	53605	150.38	2698	0.00281	2000					
1988	113	54536	155.95	2972	0.00286	2000					
1989	113	55448	189.84	3248	0.00342	2000					
1990	113	56303	240.16	3580	0.00427	2000					
1960	119	573	30.24	2037	0.05277	2000					
1961	119	575	24.03	2196	0.04179	2000					
1962	119	577	20.43	2437	0.03541	2000					
1963	119	578	20.95	2571	0.03625	2000					
1964	119	580	13.5	2283	0.02328	2000					
1965	119	582	16.44	2717	0.02825	2000					
1966	119	588	19.3	2906	0.03282	2000					
1967	119	595	11.4	3221	0.01916	2000					
1968	119	602	16.47	3398	0.02736	2000					
1969	119	608	14.01	3704	0.02304	2000					
1970	119	615	12.34	3753	0.02007	2000					
1971	119	614	11.43	4148	0.01862	2000					
1972	119	613	14.66	4442	0.02392	2000					
1973	119	611	13.35	4693	0.02185	2000					
1974	119	610	11.25	3860	0.01844	2000					
1975	119	609	8.82	3258	0.01448	2000					
1976	119	611	7.37	3828	0.01206	2000					
1977	119	614	6.89	4414	0.01122	2000					
1978	119	618	5.55	4697	0.00898	2000					
1979	119	623	3.88	5091	0.00623	2000					
1980	119	629	3.8	5295	0.00604	2000					
1981	119	637	3.1	5291	0.00487	2000					
1982	119	645	3.22	5608	0.00499	2000					
1983	119	653	3.12	5838	0.00478	2000					
1984	119	660	3.9	6268	0.00591	2000					
1985	119	666	3.65	6486	0.00548	2000					
1986	119	673	3.92	6553	0.00582	2000					
1987	119	680	5.42	6871	0.00797	2000					
1988	119	687	5.28	7367	0.00769	2000					
1989	119	695	5.28	7887	0.0076	2000					
1990	119	702	3.89	8368	0.00554	2000					
1960	120	13654	1090.17	1603	0.07984	2000					
1961	120	13752	1211.41	1712	0.08809	2000					
1962	120	13851	1296.65	1758	0.09361	2000					
1963	120	13950	1371.1	1706	0.09829	2000					
1964	120	14027	1423.55	1652	0.10149	2000					
1965	120	14105	1384.06	1800	0.09813	2000					
1966	120	14183	1390.05	2124	0.09801	2000					
1967	120	14262	1351.7	2119	0.09478	2000					
1968	120	14341	1413.06	2253	0.09853	2000					
1969	120	14420	1498.66	2395	0.10393	2000					
1970	120	14334	1539.33	2520	0.10739	2000					
1971	120	14390	1600.27	2629	0.11121	2000					
1972	120	14465	1612.58	2751	0.11148	2000					
1973	120	14560	1557.01	2906	0.10694	2000					
1974	120	14686	1582.76	3100	0.10777	2000					
1975	120	14802	1652.71	3254	0.11165	2000					
1976	120	14918	1700.84	3351	0.11401	2000					
1977	120	15031	1773.47	3443	0.11799	2000					
1978	120	15138	1805.41	3598	0.11926	2000					
1979	120	15211	1831.12	3666	0.12038	2000					
1980	120	15262	1812.13	3731	0.11873	2000					
1981	120	15314	1802.23	3696	0.11769	2000					
1982	120	15366	1812.79	3718	0.11797	2000					
1983	120	15415	1848.56	3805	0.11992	2000					
1984	120	15459	1884.81	3863	0.12192	2000					
1985	120	15500	1838.44	3920	0.11861	2000					
1986	120	15534	1841.53	4001	0.11855	2000					
1987	120	15573	1844.92	4017	0.11847	2000					
1988	120	15607	1816.14	4110	0.11637	2000					
1989	120	15638	1712.42	4190	0.1095	2000					
1990	120	15662	1574.15	4095	0.10051	2000					
1960	137	18403	194.06	431	0.01055	2000					
1961	137	18538	205.16	469	0.01107	2000					
1962	137	18673	227.03	466	0.01216	2000					
1963	137	18810	240.14	509	0.01277	2000					
1964	137	19005	257.2	534	0.01353	2000					
1965	137	19202	281.19	590	0.01464	2000					
1966	137	19401	311.53	605	0.01606	2000					
1967	137	19602	350.76	660	0.01789	2000					
1968	137	19805	400.57	698	0.02023	2000					
1969	137	20010	457.53	744	0.02287	2000					
1970	137	20253	554.05	809	0.02736	2000					
1971	137	20470	556.21	862	0.02717	2000					
1972	137	20663	624.93	936	0.03024	2000					
1973	137	20828	680.24	1029	0.03266	2000					
1974	137	21029	750.2	1103	0.03567	2000					
1975	137	21245	760.85	1230	0.03581	2000					
1976	137	21446	742.41	1367	0.03462	2000					
1977	137	21658	782.58	1412	0.03613	2000					
1978	137	21855	880.68	1523	0.0403	2000					
1979	137	22048	968.62	1530	0.04393	2000					
1980	137	22201	1057.58	1422	0.04764	2000					
1981	137	22353	1077.03	1412	0.04818	2000					
1982	137	22478	1084.38	1529	0.04824	2000					
1983	137	22553	1278.27	1748	0.05668	2000					
1984	137	22625	1266.81	1813	0.05599	2000					
1985	137	22725	1315.88	1995	0.0579	2000					
1986	137	22824	1365.55	2005	0.05983	2000					
1987	137	22940	1504.92	2021	0.0656	2000					
1988	137	23054	1693.31	2089	0.07345	2000					
1989	137	23152	1775.05	2043	0.07667	2000					
1990	137	23212	1337.87	1888	0.05764	2000					
1960	143	214400	7497.15	2397	0.03497	2000					
1961	143	217896	7434.98	2542	0.03412	2000					
1962	143	221449	7621.02	2656	0.03441	2000					
1963	143	225060	7750.84	2681	0.03444	2000					
1964	143	227571	8021.99	2854	0.03525	2000					
1965	143	230109	8393.3	3049	0.03648	2000					
1966	143	232676	8560.52	3247	0.03679	2000					
1967	143	235272	8773.97	3454	0.03729	2000					
1968	143	237896	8820.71	3730	0.03708	2000					
1969	143	240550	9010.28	3808	0.03746	2000					
1970	143	242770	9284.02	4088	0.03824	2000					
1971	143	244956	9493.2	4281	0.03875	2000					
1972	143	247162	9740.89	4429	0.03941	2000					
1973	143	249388	10004.99	4773	0.04012	2000				
1974	143	251634	10366.03	4990	0.04119	2000				
1975	143	253900	10677.15	5194	0.04205	2000				
1976	143	256186	10723.12	5440	0.04186	2000				
1977	143	258493	10986.99	5659	0.0425	2000				
1978	143	260821	11092.91	5874	0.04253	2000				
1979	143	263170	11029.23	5946	0.04191	2000				
1980	143	265540	11106.66	6119	0.04183	2000				
1981	143	267720	10464.02	6300	0.03909	2000				
1982	143	270142	10612.3	6499	0.03928	2000					
1983	143	272586	10398.11	6737	0.03815	2000				
1984	143	275052	10330.17	6946	0.03756	2000				
1985	143	277540	11475.09	7049	0.04135	2000				
1986	143	280029	11792.69	7181	0.04211	2000				
1987	143	282540	11963.81	7275	0.04234	2000				
1988	143	285074	12023.16	7616	0.04218	2000				
1989	143	287630	11558.26	7741	0.04018	2000				
1990	143	290209	10910.33	7377	0.03759	2000				
1960	144	18401	541.91	1921	0.02945	2000					
1961	144	18613	574.86	2041	0.03088	2000					
1962	144	18819	599.92	2008	0.03188	2000					
1963	144	19029	672.02	2199	0.03532	2000					
1964	144	19222	730.41	2444	0.038	2000					
1965	144	19434	718.41	2407	0.03697	2000					
1966	144	19644	723.82	2533	0.03685	2000					
1967	144	19839	663.08	2621	0.03342	2000					
1968	144	20029	680.71	2758	0.03399	2000					
1969	144	20208	687.23	3184	0.03401	2000					
1970	144	20371	744.13	3297	0.03653	2000					
1971	144	20572	802.78	3664	0.03902	2000					
1972	144	20772	791.57	3540	0.03811	2000					
1973	144	20956	854.09	3669	0.04076	2000					
1974	144	21164	877.56	4399	0.04146	2000					
1975	144	21365	928.88	4352	0.04348	2000					
1976	144	21573	967.13	4317	0.04483	2000					
1977	144	21775	984.99	4883	0.04523	2000					
1978	144	21968	1042.36	5268	0.04745	2000					
1979	144	22166	1122.26	5672	0.05063	2000					
1980	144	22304	1217.02	5565	0.05457	2000					
1981	144	22471	1304.16	5549	0.05804	2000					
1982	144	22642	1350.51	5440	0.05965	2000					
1983	144	22805	1448.96	5337	0.06354	2000					
1984	144	22966	1599.99	5330	0.06967	2000					
1985	144	23124	1665.25	5172	0.07201	2000					
1986	144	23274	1676.37	5385	0.07203	2000					
1987	144	23417	1720.8	5135	0.07349	2000					
1988	144	23566	1716.08	4944	0.07282	2000					
1989	144	23690	1807.31	5006	0.07629	2000					
1990	144	23809	1817.44	4548	0.07633	2000					
1960	92	20301	196.82	2946	0.00969509	2000				
1961	92	21006	156.37	2836	0.00744406	2000				
1962	92	21735	163.11	2939	0.00750449	2000				
1963	92	22489	168.22	2923	0.0074801	2000				
1964	92	23270	168.45	3081	0.00723893	2000				
1965	92	24078	165.73	3364	0.00688305	2000				
1966	92	24886	168.19	3522	0.00675842	2000				
1967	92	25721	186.43	3714	0.00724816	2000				
1968	92	26583	195.4	4061	0.00735056	2000				
1969	92	27475	200.83	4284	0.00730955	2000				
1970	92	28429	205.3	4796	0.0072215	2000				
1971	92	29297	206.18	4768	0.00703758	2000				
1972	92	30209	194.94	5180	0.00645304	2000				
1973	92	31165	214.53	5780	0.00688368	2000				
1974	92	32164	257.58	5952	0.00800833	2000				
1975	92	33206	265.07	5832	0.00798259	2000				
1976	92	34294	247.5	6496	0.00721701	2000				
1977	92	35431	299.73	6076	0.00845954	2000				
1978	92	36617	295.59	5178	0.00807248	2000				
1979	92	37848	291.06	4552	0.00769023	2000				
1980	92	39124	272.16	3434	0.00695634	2000				
1981	92	40446	248.06	3266	0.00613312	2000				
1982	92	41813	278.12	3886	0.00665152	2000				
1983	92	43242	241.22	4136	0.00557837	2000				
1984	92	44757	227.71	4027	0.0050877	2000				
1985	92	46374	304.1	4043	0.00655755	2000				
1986	92	48087	227.44	3590	0.00472976	2000				
1987	92	49889	218.41	3444	0.00437792	2000				
1988	92	51778	231.71	3216	0.00447507	2000				
1989	92	53744	262.69	3209	0.0048878	2000				
1990	92	55779	289.96	3392	0.00519837	2000				
1960	94	2114	19.93	3477	0.00942763	2000				
1961	94	2185	19.8	3781	0.00906178	2000				
1962	94	2293	22.8	3975	0.00994331	2000				
1963	94	2379	26.44	4185	0.01111391	2000				
1964	94	2475	30.33	4445	0.01225455	2000				
1965	94	2563	35.37	4644	0.01380023	2000				
1966	94	2629	37.68	4528	0.01433245	2000				
1967	94	2745	46.49	4494	0.01693625	2000				
1968	94	2803	48.73	5121	0.01738494	2000				
1969	94	2877	51.38	5701	0.01785888	2000				
1970	94	2974	67.18	6004	0.02258911	2000				
1971	94	3069	73.78	6457	0.0240404	2000				
1972	94	3148	70.88	7126	0.02251588	2000				
1973	94	3278	77.87	7156	0.02375534	2000				
1974	94	3377	73.96	7399	0.0219011	2000				
1975	94	3455	65.61	7494	0.01898987	2000				
1976	94	3533	42.21	7355	0.01194735	2000				
1977	94	3613	45.44	7129	0.01257681	2000				
1978	94	3690	45.91	7323	0.01244173	2000				
1979	94	3786	46.46	7557	0.01227153	2000				
1980	94	3878	47.94	7895	0.01236204	2000				
1981	94	3956	43.33	8131	0.01095298	2000				
1982	94	4031	57.71	8127	0.01431655	2000				
1983	94	4105	60.05	8259	0.0146285	2000				
1984	94	4159	64.08	8198	0.01540755	2000				
1985	94	4233	63.29	8310	0.01495157	2000				
1986	94	4299	67.58	8559	0.01571993	2000				
1987	94	4369	70.05	9039	0.01603342	2000				
1988	94	4442	73.69	9070	0.01658937	2000				
1989	94	4518	74.39	8960	0.01646525	2000				
1990	94	4660	76.72	9298	0.01646352	2000				
1960	98	290	135.01	80830.7551	0.46555172	2000			
1961	98	323	131.62	76928.092	0.40749226	2000			
1962	98	356	154.77	73738.3822	0.43474719	2000			
1963	98	392	164.76	68968.9408	0.42030612	2000			
1964	98	431	129.71	67263.9022	0.30095128	2000			
1965	98	473	151.98	61507.5605	0.32131078	2000			
1966	98	520	148.26	63935.0585	0.28511538	2000			
1967	98	572	150.92	61844.593	0.26384615	2000			
1968	98	629	163.73	60302.8855	0.26030207	2000			
1969	98	686	178.57	56359.6057	0.26030612	2000			
1970	98	744	232.84	52373.9807	0.31295699	2000			
1971	98	796	216.58	52170.0329	0.27208543	2000			
1972	98	845	176.73	50165.1218	0.20914793	2000			
1973	98	894	186.89	43131.5136	0.20904922	2000			
1974	98	947	181.53	38692.1911	0.19168955	2000			
1975	98	1007	151.63	35028.9074	0.15057597	2000			
1976	98	1073	231.75	36393.4568	0.21598322	2000			
1977	98	1144	202.72	26597.0465	0.1772028	2000			
1978	98	1218	246.94	25636.0719	0.2027422	2000			
1979	98	1296	211.41	27853.5727	0.163125	2000			
1980	98	1375	207.33	20018	0.15078545	2000				
1981	98	1451	172.96	16348	0.11920055	2000				
1982	98	1524	228.02	14790	0.14961942	2000				
1983	98	1593	231.47	13429	0.14530446	2000				
1984	98	1655	242.82	13567	0.14671903	2000				
1985	98	1712	271.7	13114	0.15870327	2000				
1986	98	1791	297.13	12985	0.16590173	2000				
1987	98	1873	287.22	13058	0.15334757	2000				
1988	98	1958	318.86	11233	0.16284985	2000				
1989	98	2048	309.28	9733	0.15101563	2000				
1990	98	2137.9122	233.08	6328.66007	0.10902225	2000		
1960	108	4075	131.5	3884	0.03226994	2000				
1961	108	4209	137.7	4255	0.03271561	2000				
1962	108	4348	137.72	4336	0.03167433	2000				
1963	108	4492	149.17	4838	0.03320793	2000				
1964	108	4640	142.86	5398	0.03078879	2000				
1965	108	4793	161.8	5991	0.03375756	2000				
1966	108	4970	146.72	6461	0.02952113	2000				
1967	108	5153	181.61	6614	0.03524355	2000				
1968	108	5343	184.84	6923	0.0345948	2000				
1969	108	5541	187.73	7151	0.03388017	2000				
1970	108	5745	265.77	7838	0.0462611	2000				
1971	108	5997	248.83	8756	0.04149241	2000				
1972	108	6275	240.91	9972	0.03839203	2000				
1973	108	6579	241.76	11445	0.03674723	2000				
1974	108	6905	252.19	12804	0.03652281	2000				
1975	108	7251	215.99	11714	0.02978762	2000				
1976	108	7617	231.41	11677	0.03038073	2000				
1977	108	8000	280.67	12554	0.03508375	2000				
1978	108	8410	259.13	12512	0.03081213	2000				
1979	108	8865	312.38	13133	0.03523745	2000				
1980	108	9372	324.86	13750	0.03466283	2000				
1981	108	9923	359.18	13766	0.03619671	2000				
1982	108	10510	347.54	13119	0.03306755	2000				
1983	108	11122	402.19	10216	0.03616166	2000				
1984	108	11750	345.55	9199	0.02940851	2000				
1985	108	12379	390.55	8313	0.0315494	2000				
1986	108	12991	562.81	7277	0.04332307	2000				
1987	108	13612	582.11	7300	0.04276447	2000				
1988	108	14016	543.1	7075	0.03874857	2000				
1989	108	14435	544.91	6885	0.03774922	2000				
1990	108	14875	567.49	7393	0.0381502	2000				
1960	111	4561	6.68	1575	0.00146459	2000				
1961	111	4704	6.82	1606	0.00144983	2000				
1962	111	4852	6.45	1935	0.00132935	2000				
1963	111	5005	7.07	1581	0.00141259	2000				
1964	111	5163	7.62	2089	0.00147589	2000				
1965	111	5325	7.04	2011	0.00132207	2000				
1966	111	5500	6.91	1803	0.00125636	2000				
1967	111	5680	7.2	1947	0.00126761	2000				
1968	111	5867	7.24	1944	0.00123402	2000				
1969	111	6059	7.78	2311	0.00128404	2000				
1970	111	6258	8.18	2294	0.00130713	2000				
1971	111	6485	9.86	2468	0.00152043	2000				
1972	111	6719	7.65	2965	0.00113856	2000				
1973	111	6956	8.01	2540	0.00115152	2000				
1974	111	7196	6.98	3242	0.00096998	2000				
1975	111	7438	7.17	3691	0.00096397	2000				
1976	111	7680	9.82	3955	0.00127865	2000				
1977	111	7920	16.83	4021	0.002125	2000				
1978	111	8164	15.04	4158	0.00184223	2000				
1979	111	8424	24.5	4155	0.00290836	2000				
1980	111	8704	32.18	4467	0.00369715	2000				
1981	111	8996	45.67	4664	0.0050767	2000				
1982	111	9318	40.66	4457	0.0043636	2000				
1983	111	9649	38.88	4323	0.00402943	2000				
1984	111	9993	43.87	3976	0.00439007	2000				
1985	111	10348	39.3	4240	0.00379784	2000				
1986	111	10654	44.68	3752	0.00419373	2000				
1987	111	10969	43.08	3879	0.00392743	2000				
1988	111	11338	46.58	4172	0.00410831	2000				
1989	111	11719	44.16	3721	0.00376824	2000				
1990	111	12116	38.95	3897	0.00321476	2000				
